employer,jan,feb,mar,apr,may,total,months_active,avg_per_month,size_category
S & S C Restaurants Limited,1,0,0,0,0,1,1,1.0,1 permit
S&F Global Fresh Exotics Limited,0,2,1,0,0,3,2,1.5,2-5 permits
S&L Pharmacies Limited,0,0,2,0,0,2,1,2.0,2-5 permits
S. Duffy Plant Hire Limited,0,0,0,0,3,3,1,3.0,2-5 permits
Saba At Home Limited,0,0,1,0,0,1,1,1.0,1 permit
Sabor Brazilian Cuisine Limited,0,0,1,0,0,1,1,1.0,1 permit
Sabrina Integrated Service Ltd,0,0,0,0,1,1,1,1.0,1 permit
Sacre Coeur Nursing Home Limited,1,0,0,0,2,3,2,1.5,2-5 permits
Sacred Heart Nursing Home,0,2,4,2,0,8,3,2.7,6-20 permits
Sacyr Ireland Ltd,1,0,0,0,0,1,1,1.0,1 permit
Safa Food Limited,0,0,1,0,0,1,1,1.0,1 permit
Safara Ltd,0,1,0,0,0,1,1,1.0,1 permit
Safari Childcare Ltd.,1,1,1,0,0,3,3,1.0,2-5 permits
Safety Storage Systems Ltd,0,0,0,0,1,1,1,1.0,1 permit
Saffery Champness Ireland,0,0,0,0,1,1,1,1.0,1 permit
Sagar & Reddy Retailers Limited,0,0,1,0,0,1,1,1.0,1 permit
Sagarmatha Trading Limited,0,1,0,0,0,1,1,1.0,1 permit
Sai Kripa Foods Limited,1,0,0,0,0,1,1,1.0,1 permit
Saint-Gobain Life Sciences Ireland Ltd,0,0,1,0,0,1,1,1.0,1 permit
Saivikasdal Limited,1,0,0,2,0,3,2,1.5,2-5 permits
Sajjad Hussain T/A Poppadom Restaurant,1,0,0,0,0,1,1,1.0,1 permit
Sajjad Makhdoom Consultancy Services Ltd.,0,0,0,0,1,1,1,1.0,1 permit
Sales Armour Limited,0,0,0,1,0,1,1,1.0,1 permit
Sales Cosmetics,1,0,0,0,0,1,1,1.0,1 permit
Sallins Medical Centre,0,1,0,0,0,1,1,1.0,1 permit
Salsa - Authentic Mexican Food and Bar Limited,0,0,0,1,0,1,1,1.0,1 permit
Salt Medical Ltd,0,0,0,1,0,1,1,1.0,1 permit
Saltcross Limited,0,1,0,0,0,1,1,1.0,1 permit
Salutem Insights Ltd,1,0,0,0,0,1,1,1.0,1 permit
Sam & Sharif Brothers Limited,0,0,0,1,0,1,1,1.0,1 permit
Samac Limited,0,0,0,0,1,1,1,1.0,1 permit
Sambara Limited,0,0,2,1,0,3,2,1.5,2-5 permits
Sambel Kitchen Limited,1,0,0,0,1,2,2,1.0,2-5 permits
Samben LTD,0,0,0,0,1,1,1,1.0,1 permit
Samco Agricultural Manufacturing Limited,0,0,0,0,1,1,1,1.0,1 permit
Samdor Health Care Services Limited,2,0,2,2,0,6,3,2.0,6-20 permits
SAMJ Physiotherapy Ltd,0,1,0,0,0,1,1,1.0,1 permit
Sandcreek Limited,0,1,1,0,0,2,2,1.0,2-5 permits
Sandman Hotel Group (Ireland) Limited,0,1,0,0,0,1,1,1.0,1 permit
Sandman Hotel Group Ireland,1,0,0,0,0,1,1,1.0,1 permit
Sandvik Mining & Construction Logistics Ltd,1,1,0,0,0,2,2,1.0,2-5 permits
Sankalpsoft Technologies Limited,0,1,0,0,0,1,1,1.0,1 permit
Santa Sabina House Ltd,0,3,0,0,0,3,1,3.0,2-5 permits
Santina Limited,0,0,0,0,1,1,1,1.0,1 permit
Santos Maintenance Limited,0,0,0,1,0,1,1,1.0,1 permit
Santrini Construction Ltd,0,1,0,0,0,1,1,1.0,1 permit
Santry Food Restaurants Limited,0,1,0,0,0,1,1,1.0,1 permit
Sanwei Asia Food Limited,0,0,0,0,1,1,1,1.0,1 permit
Saol Assurance Designated Activity Company,1,0,0,0,0,1,1,1.0,1 permit
Saotharlann Chonamara Teo,1,0,0,0,0,1,1,1.0,1 permit
SAP Ireland Limited,3,0,3,2,1,9,4,2.2,6-20 permits
SAP Service and Support Centre (Ireland) Limited,1,0,0,0,0,1,1,1.0,1 permit
SAR RESTAURANT COMPANY LIMITED,1,0,0,0,0,1,1,1.0,1 permit
Sarup Catering Limited,0,0,1,0,0,1,1,1.0,1 permit
Sashimir Sushi Limited,0,0,0,0,1,1,1,1.0,1 permit
SASL Restaurants ltd,0,1,0,1,0,2,2,1.0,2-5 permits
Sat Lian Yong & Man Hing Wai,2,1,0,0,0,3,2,1.5,2-5 permits
Satyanarayan Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Saucy VGN ltd,2,0,0,0,1,3,2,1.5,2-5 permits
Savills Commercial (Ireland) Limited,1,0,0,0,0,1,1,1.0,1 permit
Savorsage Foods Ltd,0,0,0,1,0,1,1,1.0,1 permit
SAWNMORE LTD,0,0,0,1,1,2,2,1.0,2-5 permits
Sayana Food Enterprises Limited,0,0,0,1,0,1,1,1.0,1 permit
SBK HSTR Coffee Limited,1,0,0,0,0,1,1,1.0,1 permit
SBM Ireland OSW Limited,0,1,5,0,0,6,2,3.0,6-20 permits
Scandinavian Airlines Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
Scandinavian Homes Ltd.,1,0,0,0,0,1,1,1.0,1 permit
SCG Growth Partners Limited,0,0,0,1,0,1,1,1.0,1 permit
Schivo Medical Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Schneider Electric Ireland Limited,1,0,0,0,0,1,1,1.0,1 permit
SCOR Management Services Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
Scorchio Ltd,0,0,0,0,1,1,1,1.0,1 permit
Scotiabank (Ireland) Designated Activity Company,0,0,1,0,0,1,1,1.0,1 permit
Screen SPE Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
Screendragon (Ireland) Limited,0,0,0,1,0,1,1,1.0,1 permit
Scrumdiddly's Ice Cream Limited,1,0,0,0,0,1,1,1.0,1 permit
Sdeal Ltd,4,0,0,0,0,4,1,4.0,2-5 permits
SDS (Structural Design Solutions) Limited,0,0,0,0,1,1,1,1.0,1 permit
Seabridge Liner Agencies Limited,1,0,0,0,0,1,1,1.0,1 permit
Seahorse Catering Limited,0,1,0,0,0,1,1,1.0,1 permit
Sealord Food Experts Limited,0,0,0,0,1,1,1,1.0,1 permit
Seamus Brennan,0,1,0,1,0,2,2,1.0,2-5 permits
Seamus Fitzpatrick Construction Limited,0,0,0,1,0,1,1,1.0,1 permit
Seamus Hayes Farm Ltd,0,1,0,0,0,1,1,1.0,1 permit
Sean & John McDonnell,0,1,0,0,0,1,1,1.0,1 permit
Seán & Justin Murphy Limited,0,0,4,1,0,5,2,2.5,2-5 permits
Sean Brady Construction & Engineering Limited,0,0,0,1,0,1,1,1.0,1 permit
Sean Doyle Windows Limited,4,1,0,4,0,9,3,3.0,6-20 permits
Sean Glennon Plant Hire & Civil Ltd,0,1,0,0,0,1,1,1.0,1 permit
Sean Keaveney T/A Keaveney Travel,0,0,0,1,0,1,1,1.0,1 permit
Sean Maher Plant Hire Ltd,0,2,0,0,1,3,2,1.5,2-5 permits
SeaQuest Engineering Limited,0,1,0,0,0,1,1,1.0,1 permit
Searsons Inns Limited,0,0,0,1,0,1,1,1.0,1 permit
Season Master Double Glazing Ltd,0,0,0,7,0,7,1,7.0,6-20 permits
Seatang Limited,0,1,0,0,0,1,1,1.0,1 permit
SEB Life International Assurance Company DAC,0,0,1,0,0,1,1,1.0,1 permit
SECON CONSTRUCTION SERVICES LIMITED,0,0,9,1,0,10,2,5.0,6-20 permits
Secto Services Limited,0,0,0,1,0,1,1,1.0,1 permit
Securevision Consultancy limited,0,0,0,0,1,1,1,1.0,1 permit
SecuriCentrix Ltd,0,1,0,0,0,1,1,1.0,1 permit
Securitas Security Services (Ireland) Limited,1,0,0,0,0,1,1,1.0,1 permit
SEDA (Skills and Enterprise Development Academy) Ltd,0,1,1,0,0,2,2,1.0,2-5 permits
Sedgwick Outsource Services Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
Seha Technical Services Ltd,0,0,1,0,0,1,1,1.0,1 permit
Sehmus Borak,0,1,0,0,0,1,1,1.0,1 permit
Select Lightning Protection Ltd,0,0,1,0,0,1,1,1.0,1 permit
Selkie Hospitality Limited,1,0,0,0,0,1,1,1.0,1 permit
Semafe Ltd,1,0,0,0,0,1,1,1.0,1 permit
Semogo Limited,0,0,0,0,1,1,1,1.0,1 permit
Senior Care Plus Limited,1,3,1,0,0,5,3,1.7,2-5 permits
Sensational Kids CLG,0,0,1,1,0,2,2,1.0,2-5 permits
SenseAI Systems Limited,0,0,0,1,0,1,1,1.0,1 permit
SENSEI Cork Café Limited,0,1,2,0,0,3,2,1.5,2-5 permits
Sensori Facilities Management Limited,0,1,0,0,0,1,1,1.0,1 permit
Sensory Kids Peadiatric Therapy Services Ltd,2,0,0,0,0,2,1,2.0,2-5 permits
Sentient Solutions Limited,0,0,1,0,0,1,1,1.0,1 permit
Serenity Supported Homecare Limited,1,2,0,1,1,5,4,1.2,2-5 permits
Serosep Limited,0,1,0,0,0,1,1,1.0,1 permit
ServiceNow Ireland Limited,2,3,1,6,1,13,5,2.6,6-20 permits
Session Sound  And Lighting Limited,0,0,1,0,0,1,1,1.0,1 permit
Setanta Vehicle Importers Ltd,1,0,0,0,0,1,1,1.0,1 permit
Setanta Vehicle Sales North Ltd,1,0,0,0,1,2,2,1.0,2-5 permits
Setanta Vehicle Sales South Ltd,0,0,1,0,0,1,1,1.0,1 permit
Seven Squared Cuisine Limited,1,0,0,0,0,1,1,1.0,1 permit
Seylene Limited,0,0,0,1,0,1,1,1.0,1 permit
Sf Lashes And Beauty Ie Limited,0,0,0,0,1,1,1,1.0,1 permit
SFDC Ireland Limited,11,2,6,4,6,29,5,5.8,21-100 permits
SGNH Ltd,0,2,9,1,1,13,4,3.2,6-20 permits
SGS Ireland Limited,0,1,2,0,2,5,3,1.7,2-5 permits
SH Motors Limited,0,0,1,0,0,1,1,1.0,1 permit
Shabra Recycling Ltd,0,0,1,2,0,3,2,1.5,2-5 permits
SHAHI KHANA LIMITED,0,0,0,1,0,1,1,1.0,1 permit
Shamrock Chinese Limited,0,0,0,1,0,1,1,1.0,1 permit
Shamrock Farm Enterprises Limited,0,1,0,0,0,1,1,1.0,1 permit
Shangarry Farm Limited,0,0,1,0,0,1,1,1.0,1 permit
Shanid Ltd,1,0,0,0,0,1,1,1.0,1 permit
Shannon Lodge Nursing Home Rooskey Limited,1,0,0,3,4,8,3,2.7,6-20 permits
Shannon Precision Engineering Limited,0,1,0,0,0,1,1,1.0,1 permit
Shannon Transport & Warehousing Company Unlimited Company,10,0,0,0,0,10,1,10.0,6-20 permits
Shannondoc Company Limited by Guarantee,0,0,0,0,1,1,1,1.0,1 permit
Shannonview Rainbow Childcare Academy Limited,0,0,2,2,0,4,2,2.0,2-5 permits
Shannore Ltd,1,0,0,1,0,2,2,1.0,2-5 permits
Shanti Niketon Limited,0,0,1,1,1,3,3,1.0,2-5 permits
Shareridge Utilities Limited,1,0,0,0,0,1,1,1.0,1 permit
SHARG Energy Limited,0,1,0,0,0,1,1,1.0,1 permit
Shawcove Limited,2,0,1,1,1,5,4,1.2,2-5 permits
Sheelin Nursing Home Ltd,1,0,0,0,2,3,2,1.5,2-5 permits
Sheephaven Investments Limited,2,2,1,0,0,5,3,1.7,2-5 permits
Sheephaven Properties,0,0,0,1,0,1,1,1.0,1 permit
Shein Technology Co. Ltd,0,0,0,0,1,1,1,1.0,1 permit
Shelbourne FC 2018 Ltd,1,1,0,0,0,2,2,1.0,2-5 permits
Shenbob Ltd,0,0,0,1,0,1,1,1.0,1 permit
Shenkton Ltd,1,0,0,0,0,1,1,1.0,1 permit
Shepherds Hill Farms Limited,0,0,1,0,0,1,1,1.0,1 permit
Sherwood Carlton Limited,0,0,1,0,0,1,1,1.0,1 permit
Shiki Asian Foods Limited,0,0,0,1,0,1,1,1.0,1 permit
Shimmer Research Limited,1,0,0,0,0,1,1,1.0,1 permit
Shining Star Capital Limited,0,0,1,0,0,1,1,1.0,1 permit
Shinji Shumeikai Ireland CLG,1,0,0,0,0,1,1,1.0,1 permit
Shipmates Limited,0,0,0,0,1,1,1,1.0,1 permit
Shiva Food Limited,0,1,0,0,0,1,1,1.0,1 permit
Shrewsbury House Nursing Home Limited,0,0,0,1,1,2,2,1.0,2-5 permits
Shujiuxiang Ltd,1,1,0,0,0,2,2,1.0,2-5 permits
Shutterstock Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
Siam Asian Bistro Limited,0,0,0,0,1,1,1,1.0,1 permit
Siam Food Limited,0,0,0,0,1,1,1,1.0,1 permit
Sid & Sohan Consulting Limited,0,0,1,0,0,1,1,1.0,1 permit
Siemens Energy Limited,0,0,1,0,0,1,1,1.0,1 permit
Siemens Healthcare Diagnostics Manufacturing Limited,0,0,1,0,0,1,1,1.0,1 permit
Siemens Healthcare Medical Solutions Limited,0,0,1,0,0,1,1,1.0,1 permit
Siemens lndustry Software Limited,0,0,0,0,1,1,1,1.0,1 permit
Sienna Star Limited,0,0,0,0,1,1,1,1.0,1 permit
Sigma Wireless Communications Ltd,0,0,0,0,1,1,1,1.0,1 permit
SignaCare Bunclody Limited,0,0,0,0,1,1,1,1.0,1 permit
Signacare Killerig Limited,0,1,0,0,0,1,1,1.0,1 permit
SignaCare New Ross Limited,0,2,0,0,0,2,1,2.0,2-5 permits
Signature Fire Protection Ltd,0,1,0,0,0,1,1,1.0,1 permit
Signature Orthopaedics Europe Ltd,1,0,0,0,0,1,1,1.0,1 permit
Silent-Aire Europe Limited,1,1,0,1,0,3,3,1.0,2-5 permits
Silva's Catering Limited,1,0,0,0,0,1,1,1.0,1 permit
Silver Leaf Catering Ltd,0,1,0,0,0,1,1,1.0,1 permit
Silver Lining Cloud Consulting Limited,0,0,1,0,0,1,1,1.0,1 permit
Silver Stream Healthcare Management Limited,13,4,12,13,1,43,5,8.6,21-100 permits
Silvergrove Nursing Home Limited,1,0,0,0,0,1,1,1.0,1 permit
Silverpool Limited,0,0,1,0,0,1,1,1.0,1 permit
Silvertop Limited,1,0,0,0,0,1,1,1.0,1 permit
Simply Divine Creations Limited,0,0,0,1,0,1,1,1.0,1 permit
Simply Original Limited,0,0,0,0,1,1,1,1.0,1 permit
Sindice Limited,1,0,0,0,0,1,1,1.0,1 permit
SinoConnect Ireland Limited,1,0,0,0,0,1,1,1.0,1 permit
Sirius XM Ireland Limited,0,0,0,2,0,2,1,2.0,2-5 permits
SIRO Designated Activity Company,0,1,0,0,0,1,1,1.0,1 permit
Sisters of Charity of the Incarnate Word,0,0,3,0,4,7,2,3.5,6-20 permits
Sisu Izakaya Limited,0,0,2,1,0,3,2,1.5,2-5 permits
Sita Catering Ltd,1,0,0,0,0,1,1,1.0,1 permit
SITA Information Networking Computing Ireland Limited,0,1,0,0,0,1,1,1.0,1 permit
Site Passport Limited,0,0,1,0,0,1,1,1.0,1 permit
Sitecore Ireland Limited,2,1,1,1,0,5,4,1.2,2-5 permits
Six Ways Cuisine Limited,0,1,0,0,0,1,1,1.0,1 permit
SK Biotek Ireland Limited,0,0,1,0,2,3,2,1.5,2-5 permits
SK Tes Ireland Limited,1,0,0,0,0,1,1,1.0,1 permit
SkanTrans Ireland Ltd,0,0,0,0,1,1,1,1.0,1 permit
Skeagh Farms Unlimited Company,1,1,0,0,0,2,2,1.0,2-5 permits
Skibbereen Residential Care Centre Limited,2,1,1,1,0,5,4,1.2,2-5 permits
Sky Functions Limited,1,0,0,0,0,1,1,1.0,1 permit
Sky Handling Partner Limited,1,0,0,0,0,1,1,1.0,1 permit
Skycrest Limited,0,1,0,1,1,3,3,1.0,2-5 permits
Skylark Blue Limited,1,0,0,0,0,1,1,1.0,1 permit
Skylark Gate Limited,0,0,1,0,0,1,1,1.0,1 permit
Skylark Moon Limited,1,0,0,0,0,1,1,1.0,1 permit
Skylark Way Ltd,1,0,0,0,0,1,1,1.0,1 permit
Skyline Solar Ltd,0,0,0,1,0,1,1,1.0,1 permit
SL Daska Business Management Limited,0,1,0,0,0,1,1,1.0,1 permit
Sleater & Co Electrical & Automation Systems Ltd,0,0,0,0,1,1,1,1.0,1 permit
Slieve League Hotel Ltd,0,0,0,0,1,1,1,1.0,1 permit
Slieve Russell Hotel Property Limited,0,0,1,1,0,2,2,1.0,2-5 permits
Sligo Football & Sports Development Society Limited,0,1,0,0,0,1,1,1.0,1 permit
Sligo Leitrim ITS Regional Development Projects DAC,0,0,1,0,0,1,1,1.0,1 permit
Sligo Park Hotel Limited,0,0,1,0,0,1,1,1.0,1 permit
Sligo University Hospital,5,0,2,11,11,29,4,7.2,21-100 permits
SLS Consultants EU Limited,0,0,0,2,0,2,1,2.0,2-5 permits
SM Fone Fix Plus Limited,1,0,0,0,0,1,1,1.0,1 permit
Smart Financial Insurance Limited,0,1,0,0,0,1,1,1.0,1 permit
Smart Horizon Limited,0,0,6,1,0,7,2,3.5,6-20 permits
Smartling Ireland Limited,0,1,0,0,0,1,1,1.0,1 permit
SmartSimple Software Ireland Ltd,0,0,1,0,0,1,1,1.0,1 permit
SMB Print LTD,1,0,0,0,0,1,1,1.0,1 permit
SMBC Aviation Capital Ltd,0,1,0,0,1,2,2,1.0,2-5 permits
Smile Media Limited,1,0,0,0,0,1,1,1.0,1 permit
Smile Store Partnership,0,0,0,0,1,1,1,1.0,1 permit
Smith Groundworks Engineering Ltd,0,1,0,1,0,2,2,1.0,2-5 permits
Smith Vehicle Solutions Limited,0,2,0,0,0,2,1,2.0,2-5 permits
Smithstown Light Engineering Unlimited,0,1,0,2,0,3,2,1.5,2-5 permits
Smoked BBQ Management Limited,1,0,1,0,0,2,2,1.0,2-5 permits
Smokin Bones Production LTD,0,1,0,0,0,1,1,1.0,1 permit
SMT Fund Services (Ireland) Limited,0,0,1,1,0,2,2,1.0,2-5 permits
Smurfit Kappa Services Limited,0,0,1,0,1,2,2,1.0,2-5 permits
Smurfs Tech Limited,0,0,1,0,0,1,1,1.0,1 permit
Smyth Trailers EU Limited,0,0,1,0,0,1,1,1.0,1 permit
Smyths Daleside Ltd,0,0,0,0,1,1,1,1.0,1 permit
SN Tech & Accounting Service Limited,0,0,0,0,1,1,1,1.0,1 permit
Snapfix Limited,0,1,0,0,0,1,1,1.0,1 permit
Snap-on Equipment Europe Limited,0,1,0,0,0,1,1,1.0,1 permit
Soba Asian Cork Limited,0,0,0,1,0,1,1,1.0,1 permit
Soba Asian Street Food,0,0,1,0,0,1,1,1.0,1 permit
Soba Asian Street Food Glanmire Ltd,0,0,1,0,0,1,1,1.0,1 permit
Soba Asian Street Food Limited,0,1,0,1,0,2,2,1.0,2-5 permits
"Société Générale Securities Services, SGSS (Ireland) Limited",0,1,0,0,0,1,1,1.0,1 permit
Society of St. Vincent de Paul,1,0,0,0,0,1,1,1.0,1 permit
SoftCo Unlimited Company,0,0,1,0,0,1,1,1.0,1 permit
Softest Consulting Services Limited,0,0,1,0,1,2,2,1.0,2-5 permits
Softview Ltd,0,1,0,0,0,1,1,1.0,1 permit
Software Labs Campus Unlimited Company,8,6,5,5,9,33,5,6.6,21-100 permits
Solas After-School Project Company Limited by Guarantee,1,0,0,0,0,1,1,1.0,1 permit
Sonas Asset Holdings Limited,2,0,1,6,2,11,4,2.8,6-20 permits
Sonas Nursing Homes Management Co Limited,5,1,14,3,0,23,4,5.8,21-100 permits
Sonatus Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
Sonitus Systems,0,0,0,1,0,1,1,1.0,1 permit
Sonnys Ventures Ltd,0,1,2,1,1,5,4,1.2,2-5 permits
Sonoma Valley,0,1,0,0,0,1,1,1.0,1 permit
Sonra Intelligence Limited,1,0,0,0,0,1,1,1.0,1 permit
Sora Healthcare Limited,0,4,0,0,3,7,2,3.5,6-20 permits
Sorrento Ristorante Italiano Ltd,1,0,0,0,0,1,1,1.0,1 permit
Sorrento Takeaway Limited,1,0,0,0,0,1,1,1.0,1 permit
SOS Pigs Ltd,1,0,0,0,0,1,1,1.0,1 permit
Soul Kitchen Ltd.,1,0,0,1,0,2,2,1.0,2-5 permits
Source Civil Limited,0,0,1,0,1,2,2,1.0,2-5 permits
Sourdo'Farrell Limited,0,1,0,0,0,1,1,1.0,1 permit
South Coast Logistics Limited,0,3,2,2,0,7,3,2.3,6-20 permits
South Doc Services Limited,3,0,0,0,0,3,1,3.0,2-5 permits
South East Energy Agency COMPANY LIMITED BY GUARANTEE,0,0,0,0,1,1,1,1.0,1 permit
South East Technological University,1,0,0,0,0,1,1,1.0,1 permit
South Infirmary Victoria University Hospital,1,2,1,0,0,4,3,1.3,2-5 permits
South Phoenix Allied Limited,1,0,0,0,0,1,1,1.0,1 permit
South Tipperary General Hospital,1,0,1,1,3,6,4,1.5,6-20 permits
South Tipperary Mental Health Services,0,0,0,0,1,1,1,1.0,1 permit
Southeast Medical Partnership,0,0,0,1,0,1,1,1.0,1 permit
Southern Control Systems Ltd,0,1,0,0,0,1,1,1.0,1 permit
Southern Milling Unlimited Company,2,0,0,1,1,4,3,1.3,2-5 permits
Southern Sandblasting & Powder Coating Limited,0,1,0,0,0,1,1,1.0,1 permit
Southern Tapes and Packaging Ltd,0,0,1,0,0,1,1,1.0,1 permit
Southwell Investment Company Limited,1,0,0,0,0,1,1,1.0,1 permit
Southwest Marine Limited,4,1,0,0,0,5,2,2.5,2-5 permits
Spa Transport Ltd,0,0,0,0,1,1,1,1.0,1 permit
Spanish Point Technologies Limited,0,2,0,0,0,2,1,2.0,2-5 permits
Sparantus Limited,1,2,3,1,0,7,4,1.8,6-20 permits
Spark Alliance Ltd,0,2,1,0,0,3,2,1.5,2-5 permits
Sparkoo Technologies Ireland Co Limited,1,0,0,1,0,2,2,1.0,2-5 permits
Sparktel Limited,0,0,0,1,0,1,1,1.0,1 permit
Sparrow Productions DAC,4,2,2,0,0,8,3,2.7,6-20 permits
Specialdaydeal Limited,0,0,0,2,1,3,2,1.5,2-5 permits
Speco Services Limited,1,0,0,0,0,1,1,1.0,1 permit
Specsavers Tallaght Ltd,0,1,0,0,0,1,1,1.0,1 permit
Spectate Limited,0,0,0,1,0,1,1,1.0,1 permit
Spectrum Health Limited,1,0,0,0,0,1,1,1.0,1 permit
Sphere Infotech Limited,0,1,1,0,0,2,2,1.0,2-5 permits
Spice Avenue Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Spice Delight,0,1,0,0,0,1,1,1.0,1 permit
Spice Genie Limited,0,0,1,0,0,1,1,1.0,1 permit
Spice Warehouse Ltd,0,0,1,0,0,1,1,1.0,1 permit
Spices & Flavours Limited,0,0,1,0,0,1,1,1.0,1 permit
Sport Ireland Facilities Designated Activity Company,0,1,0,0,0,1,1,1.0,1 permit
Sports World Netting Limited,0,0,0,0,1,1,1,1.0,1 permit
Spot The Pig Limited,1,0,0,2,0,3,2,1.5,2-5 permits
Spotify Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
Sprayfoam Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
Springcare Independent Living Limited,0,2,3,0,0,5,2,2.5,2-5 permits
Springwood Nursing Homes Limited,0,1,2,1,1,5,4,1.2,2-5 permits
Sprint Travel Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Sprout & Co Kitchen Limited,1,0,0,0,2,3,2,1.5,2-5 permits
Spruce & Willow Limited,0,0,0,0,1,1,1,1.0,1 permit
Squarespace Ireland Limited,1,1,0,1,0,3,3,1.0,2-5 permits
SquareUp International Limited,1,0,0,0,0,1,1,1.0,1 permit
SR Convenience Limited,0,0,1,0,0,1,1,1.0,1 permit
SRCW Limited,5,0,1,1,1,8,4,2.0,6-20 permits
Sree Guru Dental Limited,0,0,1,0,0,1,1,1.0,1 permit
SRI Executive Search Limited,0,0,0,0,1,1,1,1.0,1 permit
Sri Ganapathi Pvt Ltd,0,0,0,1,0,1,1,1.0,1 permit
Sri Laxmi Consulting Limited,1,0,0,1,0,2,2,1.0,2-5 permits
SRM Book and Cook Limited,1,0,0,0,0,1,1,1.0,1 permit
SS International Development Limited,2,0,2,1,0,5,3,1.7,2-5 permits
SS&C Wealth and Insurance Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
SSE Renewables Holdings Limited,0,0,0,1,0,1,1,1.0,1 permit
SSI Schaefer (Ireland) Limited,0,0,1,0,0,1,1,1.0,1 permit
SSR DATA ANALYTICS LIMITED,0,0,0,1,0,1,1,1.0,1 permit
St Luke's Radiation Oncology Network,0,1,0,0,0,1,1,1.0,1 permit
St Mary's Nursing Home Unlimited Company,0,0,0,1,0,1,1,1.0,1 permit
St Patrick's Mental Health Services,0,1,0,0,0,1,1,1.0,1 permit
St Vincent's Basketball Development Company,0,1,0,0,0,1,1,1.0,1 permit
St Vincents Healthcare Group,2,0,1,0,0,3,2,1.5,2-5 permits
St. Attracta's Nursing Home UC,1,0,0,1,0,2,2,1.0,2-5 permits
St. David's Nursing Home Limited,0,0,0,1,0,1,1,1.0,1 permit
St. Eunan's Nursing And Convalescent Home Limited,0,1,0,2,2,5,3,1.7,2-5 permits
St. James Hospital Board,2,4,2,2,8,18,5,3.6,6-20 permits
St. John of God Carmona Services,1,0,0,0,1,2,2,1.0,2-5 permits
St. John's Hospital,1,0,0,0,0,1,1,1.0,1 permit
St. Joseph's Foundation CLG,3,1,11,3,1,19,5,3.8,6-20 permits
St. Luke's General Hospital,3,2,3,7,12,27,5,5.4,21-100 permits
St. Margaret's Recycling and Transfer Centre Ltd,0,0,1,0,0,1,1,1.0,1 permit
St. Michael's Nursing Home Limited,1,2,1,0,9,13,4,3.2,6-20 permits
St. Paul's Nursing Home Limited,0,0,0,0,1,1,1,1.0,1 permit
St. Vincent's Healthcare Group,0,0,1,1,1,3,3,1.0,2-5 permits
Stalwart Security Services Cork Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Standard Brands (Trading) Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
Stanford Woods Care Centre Limited,0,0,1,0,0,1,1,1.0,1 permit
Stantec Ireland Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Stapleton Bakeries (Roscrea) Limited,1,0,0,0,0,1,1,1.0,1 permit
Star Dental Limited,1,0,0,0,0,1,1,1.0,1 permit
Starrus Eco Holding Limited,3,3,1,37,3,47,5,9.4,21-100 permits
State Street International (Ireland) Limited,1,1,0,1,1,4,4,1.0,2-5 permits
State Street Technology (Ireland) Ltd,2,2,0,1,1,6,4,1.5,6-20 permits
Stateline Transport Limited,1,1,0,2,0,4,3,1.3,2-5 permits
Stats Sports Data & Technology Ireland Ltd,0,1,0,0,0,1,1,1.0,1 permit
Staunton Foods Limited,1,1,0,14,22,38,4,9.5,21-100 permits
Staunton Sports Ltd,0,0,0,1,0,1,1,1.0,1 permit
Stax ICF Ltd,0,1,0,0,0,1,1,1.0,1 permit
Staycity Limited,0,0,1,0,0,1,1,1.0,1 permit
Stella Maris Residential Care Limited,0,1,0,0,0,1,1,1.0,1 permit
Stephen & John Cotterell,0,0,1,0,0,1,1,1.0,1 permit
Stephen Quinn Stone Mason Limited,2,1,0,0,0,3,2,1.5,2-5 permits
Stephenson Transport LTD,0,0,2,2,0,4,2,2.0,2-5 permits
Stepping Stones Care Limited,1,3,4,4,0,12,4,3.0,6-20 permits
Stepstone Group Europe Alternative Investments Limited,0,0,0,0,1,1,1,1.0,1 permit
Sterling Pharma Ringaskiddy Limited,0,0,0,2,0,2,1,2.0,2-5 permits
Steve Jobs Recruitment limited,0,0,2,0,0,2,1,2.0,2-5 permits
Stewarts Care Designated Activity Company,1,3,1,5,4,14,5,2.8,6-20 permits
STH TIPPERARY FARM RELIEF SERVICES LTD,0,3,0,0,1,4,2,2.0,2-5 permits
Stillorgan Gas Heating And Plumbing Ltd,1,0,1,0,0,2,2,1.0,2-5 permits
STM Paving Limited,0,0,1,0,1,2,2,1.0,2-5 permits
